PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,Delinquency_Group
50004,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,Married,12TH,32,M,25000,130,1.0,0.0,1.257,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,664,P3,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,8,8,No Delinquency
50005,70.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,22.0,4.0,2.0,4.0,13.0,4.0,11.0,29.0,20.0,9.0,4.0,Single,SSC,32,M,30000,370,0.364,0.7,0.007,0,1,0.364,0.5,0.308,0.5,38.66423535052205,1,0,others,PL,654,P4,11,7,4,7,4,0.636,0.364,0.364,0.636,10,7,0.909,0.636,1,0,0,0,1,0,4,6,5,6,17,3,No Delinquency
50006,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,3.0,0.0,0.0,Married,12TH,30,M,23000,182,1.0,0.0,1.004,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,681,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,10,10,No Delinquency
50007,66.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1.0,1.0,1.0,4.0,4.0,4.0,15.0,8.0,8.0,6.0,Married,GRADUATE,32,M,28500,129,1.0,1.0,0.643,0,0,1.0,1.0,1.0,1.0,0.594,0,0,ConsumerLoan,PL,634,P4,3,0,3,3,0,1.0,0.0,1.0,0.0,3,0,1.0,0.0,2,0,0,1,0,0,0,0,3,2,3,3,No Delinquency
50008,41.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,GRADUATE,29,M,30000,185,1.0,0.0,0.256,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,676,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,16,16,No Delinquency
50009,476.0,29.0,26.0,3,16,0,0,0,4.841127815637518,9.20649812364211,2,1,7,0,0,0,0,0,0,0,0,0,0,0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,Single,GRADUATE,28,M,20000,58,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,ConsumerLoan,ConsumerLoan,664,P3,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,116,116,Medium (3-5)
50010,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,OTHERS,57,M,20000,41,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,693,P2,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,0,0,0,1,0,0,1,1,1,18,8,No Delinquency
50011,249.46359868211286,31.0,1.0,13,30,5,8,3,30.0,30.0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,Single,UNDER GRADUATE,22,M,18000,30,1.0,0.667,0.706,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,ConsumerLoan,ConsumerLoan,673,P2,4,0,4,2,0,0.5,0.0,1.0,0.0,3,0,0.75,0.0,4,1,0,0,2,0,0,4,0,1,31,5,High (5+)
50012,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,3.0,3.0,3.0,39.0,7.0,7.0,6.0,Married,SSC,24,F,20000,43,1.0,1.0,0.8,0,0,1.0,0.0,1.0,0.0,2.0,0,0,ConsumerLoan,ConsumerLoan,647,P4,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,3,3,No Delinquency
50013,82.0,30.0,30.0,1,92,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92,3.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,3.0,0.0,0.0,Married,12TH,37,M,15000,60,0.4,0.0,0.671,0,0,0.0,0.0,0.0,0.0,1.18,1,0,others,others,667,P3,5,3,2,0,0,0.0,0.0,0.4,0.6,1,0,0.2,0.0,1,0,0,1,3,0,0,4,1,1,32,10,Low (1-2)
50014,485.0,32.0,2.0,11,25,3,3,0,86.0,86.0,7,5,6,6,6,0,0,0,0,0,0,0,0,0,25,9.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,Married,12TH,32,M,15000,101,0.75,0.667,0.882,0,0,1.0,0.0,1.0,0.0,2.14,1,0,PL,AL,655,P4,12,3,9,4,0,0.333,0.0,0.75,0.25,6,1,0.5,0.083,5,0,0,2,6,0,0,8,4,4,36,5,High (5+)
50015,56.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Married,GRADUATE,46,F,17000,180,1.0,0.0,0.922,0,0,1.0,0.0,0.5,0.0,3.764,0,1,PL,PL,672,P2,4,0,4,0,0,0.0,0.0,1.0,0.0,1,0,0.25,0.0,0,0,0,2,0,1,0,2,2,1,32,12,No Delinquency
50016,381.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,Married,UNDER GRADUATE,36,M,20700,122,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,ConsumerLoan,others,687,P2,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,51,19,No Delinquency
50017,72.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,Married,SSC,35,M,25000,270,1.0,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.66,0,0,others,ConsumerLoan,675,P2,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5,No Delinquency
50018,397.0,30.0,30.0,1,30,0,0,0,0.0,0.0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,30,4.0,0.0,0.0,0.0,1.0,0.0,0.0,419.0,0.0,0.0,0.0,Married,SSC,36,M,33000,89,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,HL,others,676,P2,3,3,0,0,1,0.0,0.333,0.0,1.0,0,1,0.0,0.333,0,1,0,1,0,0,0,2,1,1,79,22,Low (1-2)
50019,54.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,4.0,3.0,Single,12TH,25,M,18000,25,0.333,0.667,0.375,0,1,1.0,0.0,1.0,0.0,0.611,0,0,ConsumerLoan,others,655,P4,3,2,1,2,2,0.667,0.667,0.333,0.667,3,2,1.0,0.667,0,0,0,1,0,0,2,0,3,0,7,3,No Delinquency
50020,38.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,Married,GRADUATE,32,M,40000,77,1.0,0.0,0.487,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,675,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,12,12,No Delinquency
50021,249.46359868211286,32.0,18.0,3,31,0,0,0,4.841127815637518,9.20649812364211,2,1,31,6,12,0,0,0,0,0,0,0,0,0,31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,Married,SSC,49,F,16000,150,0.333,1.0,1.028,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,ConsumerLoan,others,669,P2,3,2,1,1,1,0.333,0.333,0.333,0.667,1,1,0.333,0.333,1,0,0,0,3,0,0,3,0,0,33,6,Medium (3-5)
50022,76.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,334.0,1.0,0.0,0.0,Single,OTHERS,26,M,17500,75,0.5,0.0,0.367,0,1,0.0,0.0,0.0,0.0,2.571,0,0,PL,others,691,P2,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,1,0,0,0,0,1,1,1,0,27,11,No Delinquency
50023,89.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,Single,GRADUATE,28,F,18000,29,0.333,0.5,1.0,0,0,1.0,0.0,1.0,0.0,38.66423535052205,0,0,PL,ConsumerLoan,644,P4,3,2,1,1,2,0.333,0.667,0.333,0.667,2,2,0.667,0.667,1,1,0,1,0,0,0,1,2,1,14,2,No Delinquency
50024,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,6.0,4.0,3.0,Married,GRADUATE,37,M,38000,73,1.0,1.0,0.755,0,0,1.0,0.0,1.0,0.0,1.12,0,0,ConsumerLoan,HL,662,P3,3,0,3,3,0,1.0,0.0,1.0,0.0,3,0,1.0,0.0,3,0,0,2,0,0,0,0,3,1,3,2,No Delinquency
50025,51.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,0.0,0.0,0.0,Married,12TH,35,M,21000,76,1.0,0.0,0.161,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,686,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,44,44,No Delinquency
50026,187.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,1.0,Married,OTHERS,29,M,14000,131,0.5,0.0,0.548,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,ConsumerLoan,others,675,P2,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,62,20,No Delinquency
50027,70.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.0,0.0,0.0,7.0,2.0,3.0,7.0,5.0,4.0,2.0,Married,12TH,55,M,18000,275,0.4,1.0,0.778,0,1,0.667,0.0,0.286,0.0,12.166,0,0,ConsumerLoan,ConsumerLoan,696,P2,5,3,2,1,0,0.2,0.0,0.4,0.6,1,0,0.2,0.0,0,0,0,2,0,0,3,0,5,0,103,5,No Delinquency
50028,67.0,35.0,25.0,10,28,0,0,0,4.841127815637518,9.20649812364211,6,0,9,4,9,0,0,0,0,0,0,0,0,0,28,8.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,6.0,5.0,5.0,Married,SSC,35,M,25500,38,0.5,0.0,0.786,0,0,1.0,0.0,1.0,0.0,38.66423535052205,0,0,PL,AL,645,P4,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,0,0,0,2,0,1,52,10,High (5+)
50029,15.0,17.0,1.0,14,89,5,11,6,181.0,363.0,13,13,42,4,6,0,0,0,0,0,0,0,0,0,89,8.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,Married,GRADUATE,51,M,25000,65,0.143,0.0,0.861,0,1,0.0,0.0,0.0,0.0,9.88,0,0,ConsumerLoan,ConsumerLoan,651,P4,14,12,2,0,1,0.0,0.071,0.143,0.857,1,1,0.071,0.071,0,0,0,7,0,0,1,3,11,6,106,7,High (5+)
50030,1019.0,34.0,33.0,2,3,0,0,0,4.841127815637518,9.20649812364211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Single,SSC,24,M,20000,45,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,648,P4,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,41,34,Low (1-2)
50031,666.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3093.0,0.0,0.0,0.0,Married,SSC,41,M,20000,187,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,712,P1,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,103,103,No Delinquency
50032,65.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,1.0,0.0,0.0,Married,GRADUATE,44,M,25000,105,1.0,0.0,0.71,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,673,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,11,11,No Delinquency
50033,1144.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.0,0.0,0.0,0.0,Married,GRADUATE,41,M,25000,36,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,691,P2,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,66,66,No Delinquency
50034,28.0,27.0,24.0,4,16,0,0,0,0.0,0.0,3,2,53,5,11,0,0,0,0,0,0,0,0,0,16,6.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,Married,OTHERS,38,M,40000,191,0.2,0.0,0.767,0,0,0.0,0.0,0.0,0.0,1.25,1,0,others,others,682,P2,15,12,3,0,0,0.0,0.0,0.2,0.8,0,1,0.0,0.067,0,5,0,1,3,0,0,9,6,6,111,13,Medium (3-5)
50035,203.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,0.0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,0.0,0.0,0.0,Married,UNDER GRADUATE,30,M,30000,227,0.222,0.0,0.571,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,727,P1,9,7,2,0,0,0.0,0.0,0.222,0.778,0,2,0.0,0.222,1,1,0,0,6,0,0,9,0,2,137,20,No Delinquency
50036,106.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,0.0,0.0,0.0,Single,GRADUATE,22,M,35000,75,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,677,P2,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,27,27,No Delinquency
50037,1811.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,Single,GRADUATE,33,M,18000,77,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.001,0,0,ConsumerLoan,ConsumerLoan,677,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,87,87,No Delinquency
50038,23.0,35.0,35.0,1,3,0,0,0,0.0,0.0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,31.0,5.0,2.0,5.0,5.0,0.0,0.0,3.0,10.0,6.0,3.0,Married,GRADUATE,33,M,18100,60,0.483,0.636,0.412,1,1,0.0,0.4,0.0,0.4,13.476,1,1,ConsumerLoan,ConsumerLoan,708,P1,29,15,14,7,5,0.241,0.172,0.483,0.517,11,5,0.379,0.172,3,2,4,11,6,1,2,9,20,3,286,3,Low (1-2)
50039,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Single,UNDER GRADUATE,27,M,38000,126,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,676,P2,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,3,3,No Delinquency
50040,510.0,22.0,22.0,1,43,0,0,0,4.841127815637518,9.20649812364211,1,0,30,5,11,0,0,0,0,0,0,0,0,0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,915.0,0.0,0.0,0.0,Single,POST-GRADUATE,33,M,18000,99,0.5,0.0,1.104,0,0,0.0,0.0,0.0,0.0,6.778,1,0,others,others,697,P2,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,1,0,0,1,1,1,89,30,Low (1-2)
50041,376.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,SSC,25,F,35000,54,1.0,1.0,0.863,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,685,P2,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,0,0,0,0,2,0,2,23,3,No Delinquency
50042,80.0,19.0,10.0,7,26,0,2,2,0.0,54.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,26,7.0,0.0,0.0,0.0,4.0,1.0,2.0,34.0,3.0,1.0,1.0,Married,12TH,35,M,30000,50,0.6,0.0,0.672,0,1,0.5,0.0,0.25,0.0,4.033,0,1,PL,others,677,P2,5,2,3,0,0,0.0,0.0,0.6,0.4,1,1,0.2,0.2,0,1,0,1,0,1,1,2,3,1,80,8,High (5+)
50043,215.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Single,12TH,31,M,14213,48,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,681,P2,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,12,12,No Delinquency
50044,64.0,4.0,4.0,1,26,1,1,0,26.0,26.0,0,0,34,4,10,0,0,0,0,0,0,0,0,0,26,13.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,10.0,10.0,1.0,Single,PROFESSIONAL,24,F,67450,33,1.0,1.0,0.756,0,0,1.0,1.0,1.0,1.0,4.523,0,0,PL,others,688,P2,9,0,9,7,0,0.778,0.0,1.0,0.0,7,0,0.778,0.0,3,1,0,4,0,0,0,1,8,4,71,3,Low (1-2)
50045,527.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,Married,SSC,51,M,35000,371,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,ConsumerLoan,ConsumerLoan,668,P3,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,20,20,No Delinquency
50046,41.0,32.0,32.0,1,20,0,0,0,0.0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,0.0,0.0,0.0,Married,GRADUATE,30,M,13000,17,0.167,0.0,0.791,0,1,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,ConsumerLoan,662,P3,6,5,1,0,1,0.0,0.167,0.167,0.833,1,1,0.167,0.167,1,2,0,1,0,0,2,3,3,1,68,8,Low (1-2)
50047,519.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.0,0.0,0.0,0.0,Married,12TH,38,M,18000,146,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,699,P2,14,14,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,12,0,0,14,0,2,78,22,No Delinquency
50048,324.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,117.0,1.0,1.0,0.0,Married,SSC,31,M,20000,111,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,38.66423535052205,0,0,PL,ConsumerLoan,695,P2,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,1,0,1,0,0,0,1,1,0,135,17,No Delinquency
50049,61.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,Married,SSC,38,M,13000,168,1.0,0.0,0.569,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,679,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,15,15,No Delinquency
50050,62.0,13.0,12.0,2,30,0,0,0,0.0,0.0,1,0,28,4,9,0,0,0,0,0,0,0,0,0,30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,1.0,0.0,0.0,Married,SSC,31,M,15000,75,0.5,0.0,0.875,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,693,P2,4,2,2,0,1,0.0,0.25,0.5,0.5,1,1,0.25,0.25,0,1,0,0,0,0,0,4,0,3,47,6,Low (1-2)
50051,37.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,1.0,Married,12TH,24,M,30000,78,0.5,1.0,0.75,0,0,0.0,0.0,0.0,0.0,0.433,0,0,ConsumerLoan,ConsumerLoan,678,P2,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,0,0,0,1,0,0,0,1,1,1,34,4,No Delinquency
50052,91.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,GRADUATE,38,F,45000,125,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,685,P2,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,2,51,22,No Delinquency
